    7    9     0     0  con    1  5.1D-01  4.8D-02  1.039D-02  1.503D+01
    8   10     0     0  con    0  1.0D+00  4.3D-02  7.518D-03  1.502D+01
    9   11     0     0  con    0  1.0D+00  1.6D-02  6.527D-03  1.502D+01
   10   12     0     0  con    0  1.0D+00  3.1D-02  3.905D-03  1.502D+01
   11   13     0     0  con    0  1.0D+00  3.1D-02  5.855D-03  1.502D+01
   12   14     0     0  con    0  1.0D+00  7.6D-03  1.827D-03  1.502D+01
   13   15     0     0  con    0  1.0D+00  4.8D-03  1.587D-03  1.502D+01
   14   16     0     0  con    0  1.0D+00  1.0D-02  1.015D-03  1.502D+01
   15   17     0     0  con    0  1.0D+00  1.4D-02  2.270D-03  1.502D+01
   16   18     0     0  con    0  1.0D+00  6.1D-03  1.342D-03  1.502D+01
   17   19     0     0  con    0  1.0D+00  3.0D-03  1.056D-03  1.502D+01
   18   20     0     0  con    0  1.0D+00  3.9D-03  1.024D-03  1.502D+01
   19   22     0     0  con    1  4.9D-01  3.9D-03  1.645D-03  1.502D+01
   20   23     0     0  con    0  1.0D+00  4.3D-03  1.083D-03  1.502D+01
   21   24     0     0  con    0  1.0D+00  2.9D-03  7.251D-04  1.502D+01
   22   25     0     0  con    0  1.0D+00  3.1D-03  5.445D-04  1.502D+01
   23   26     0     0  con    0  1.0D+00  3.4D-03  5.175D-04  1.502D+01
   24   27     0     0  con    0  1.0D+00  2.0D-03  4.529D-04  1.502D+01
   25   28     0     0  con    0  1.0D+00  2.3D-03  3.029D-04  1.502D+01
   26   29     0     0  con    0  1.0D+00  2.0D-03  3.373D-04  1.502D+01
   27   30     0     0  con    0  1.0D+00  2.4D-03  4.029D-04  1.502D+01
   28   31     0     0  con    0  1.0D+00  1.2D-03  2.312D-04  1.502D+01
   29   32     0     0  con    0  1.0D+00  4.4D-04  1.917D-04  1.502D+01
   30   33     0     0  con    0  1.0D+00  9.0D-04  1.548D-04  1.502D+01
   31   34     0     0  con    0  1.0D+00  1.0D-03  2.299D-04  1.502D+01
   32   35     0     0  con    0  1.0D+00  5.7D-04  5.738D-05  1.502D+01
   20   22     0     0  con    0  1.0D+00  5.9D-03  1.829D-03  1.538D+01
   21   23     0     0  con    0  1.0D+00  3.3D-03  1.034D-03  1.538D+01
   22   24     0     0  con    0  1.0D+00  2.0D-03  6.983D-04  1.538D+01
   23   25     0     0  con    0  1.0D+00  2.1D-03  5.866D-04  1.538D+01
   24   26     0     0  con    0  1.0D+00  3.4D-03  4.356D-04  1.538D+01
   25   27     0     0  con    0  1.0D+00  3.8D-03  3.642D-04  1.538D+01
   26   28     0     0  con    0  1.0D+00  7.0D-04  2.837D-04  1.538D+01
   27   29     0     0  con    0  1.0D+00  8.0D-04  2.513D-04  1.538D+01
   28   30     0     0  con    0  1.0D+00  1.1D-03  2.945D-04  1.538D+01
   29   31     0     0  con    0  1.0D+00  2.6D-03  3.855D-04  1.538D+01
   30   32     0     0  con    0  1.0D+00  1.6D-03  1.309D-04  1.538D+01
   31   33     0     0  con    0  1.0D+00  4.5D-04  1.081D-04  1.538D+01
   32   34     0     0  con    0  1.0D+00  3.4D-04  8.232D-05  1.538D+01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.981E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.098D-01  1.032D+01
    1    2     1     0  ---    0  1.3D+00  1.0D+00  8.588D-02  9.939D+00
    2    3     0     0  con    0  1.0D+00  3.6D-01  7.392D-02  9.923D+00
    3    4     0     0  con    0  1.0D+00  1.1D-01  1.960D-02  9.896D+00
    4    5     0     0  con    0  1.0D+00  3.8D-02  2.167D-02  9.894D+00
    5    6     0     0  con    0  1.0D+00  8.5D-02  1.436D-02  9.891D+00
    6    8     0     0  con    1  4.1D-01  3.4D-02  1.020D-02  9.890D+00
    7    9     0     0  con    0  1.0D+00  3.0D-02  5.851D-03  9.889D+00
    8   10     0     0  con    0  1.0D+00  3.6D-02  5.884D-03  9.888D+00
    9   11     0     0  con    0  1.0D+00  2.6D-02  6.607D-03  9.888D+00
   10   12     0     0  con    0  1.0D+00  1.7D-02  5.054D-03  9.888D+00
   11   13     0     0  con    0  1.0D+00  1.9D-02  1.538D-03  9.888D+00
   12   14     0     0  con    0  1.0D+00  1.4D-02  1.827D-03  9.887D+00
   13   15     0     0  con    0  1.0D+00  1.3D-02  1.837D-03  9.887D+00
   14   16     0     0  con    0  1.0D+00  6.4D-03  1.131D-03  9.887D+00
   15   17     0     0  con    0  1.0D+00  1.1D-02  1.289D-03  9.887D+00
   16   18     0     0  con    0  1.0D+00  9.0D-03  8.882D-04  9.887D+00
   17   19     0     0  con    0  1.0D+00  2.5D-03  8.083D-04  9.887D+00
   18   20     0     0  con    0  1.0D+00  2.0D-03  6.706D-04  9.887D+00
   19   21     0     0  con    0  1.0D+00  4.8D-03  5.835D-04  9.887D+00
   20   22     0     0  con    0  1.0D+00  6.4D-03  8.761D-04  9.887D+00
   21   23     0     0  con    0  1.0D+00  1.5D-03  5.083D-04  9.887D+00
   22   24     0     0  con    0  1.0D+00  1.3D-03  3.425D-04  9.887D+00
   23   25     0     0  con    0  1.0D+00  2.3D-03  3.800D-04  9.887D+00
   24   26     0     0  con    0  1.0D+00  3.3D-03  2.903D-04  9.887D+00
   25   28     0     0  con    1  3.5D-01  2.1D-03  3.950D-04  9.887D+00
   26   29     0     0  con    0  1.0D+00  2.5D-03  2.162D-04  9.887D+00
   27   30     0     0  con    0  1.0D+00  1.3D-03  1.269D-04  9.887D+00
   28   31     0     0  con    0  1.0D+00  2.0D-03  1.843D-04  9.887D+00
   29   32     0     0  con    0  1.0D+00  1.8D-03  1.783D-04  9.887D+00
   30   33     0     0  con    0  1.0D+00  3.4D-    2    3     0     0  con    0  1.0D+00  3.6D-01  3.359D-02  6.188D+00
    3    4     0     0  con    0  1.0D+00  1.3D-01  6.747D-03  6.177D+00
    4    5     0     0  con    0  1.0D+00  3.6D-02  9.530D-03  6.175D+00
    5    6     0     0  con    0  1.0D+00  4.0D-02  9.739D-03  6.174D+00
    6    7     0     0  con    0  1.0D+00  5.1D-02  6.202D-03  6.173D+00
    7    9     0     0  con    1  4.3D-01  3.5D-02  2.352D-03  6.173D+00
    8   10     0     0  con    0  1.0D+00  3.3D-02  2.243D-03  6.173D+00
    9   11     0     0  con    0  1.0D+00  1.6D-02  2.588D-03  6.173D+00
   10   12     0     0  con    0  1.0D+00  2.8D-02  1.660D-03  6.172D+00
   11   14     0     0  con    1  5.0D-01  1.6D-02  1.096D-03  6.172D+00
   12   15     0     0  con    0  1.0D+00  1.5D-02  8.432D-04  6.172D+00
   13   16     0     0  con    0  1.0D+00  8.4D-03  6.183D-04  6.172D+00
   14   17     0     0  con    0  1.0D+00  9.8D-03  6.357D-04  6.172D+00
   15   18     0     0  con    0  1.0D+00  8.7D-03  3.996D-04  6.172D+00
   16   19     0     0  con    0  1.0D+00  7.6D-03  3.648D-04  6.172D+00
   17   20     0     0  con    0  1.0D+00  3.7D-03  5.358D-04  6.172D+00
   18   21     0     0  con    0  1.0D+00  1.8D-03  3.846D-04  6.172D+00
   19   22     0     0  con    0  1.0D+00  5.8D-03  3.462D-04  6.172D+00
   20   23     0     0  con    0  1.0D+00  5.2D-03  3.356D-04  6.172D+00
   21   24     0     0  con    0  1.0D+00  1.3D-03  2.324D-04  6.172D+00
   22   25     0     0  con    0  1.0D+00  2.3D-03  1.580D-04  6.172D+00
   23   26     0     0  con    0  1.0D+00  2.1D-03  1.477D-04  6.172D+00
   24   27     0     0  con    0  1.0D+00  4.7D-03  1.628D-04  6.172D+00
   25   28     0     0  con    0  1.0D+00  3.1D-03  8.970D-05  6.172D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.639E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     4.899D-02  4.061D+00
    1    2     1     0  ---    0  3.7D+00  1.0D+00  2.957D-02  3.921D+00
    2    3     0     0  con    0  1.0D+00  3.6D-01  2.248D-02  3.914D+00
    3    4     0     0  con    0  1.0D+00  1.3D-01  4.952D-03  3.908D+00
    4    5     0     0  con    0  1.0D+00  4.4D-02  6.436D-03  3.907D+00
    5    6     0     0  con    0  1.0D+00  2.6D-02  5.831D-03  3.907D+00
    6    7     0     0  con    0  1.0D+00  6.0D-02  3.116D-03  3.906D+00
    7    9     0     0  con    1  4.3D-01  2.8D-02  1.367D-03  3.906D+00
    8   10     0     0  con    0  1.0D+00  2.6D-02  1.161D-03  3.906D+00
    9   11     0     0  con    0  1.0D+00  2.1D-02  1.545D-03  3.906D+00
   10   12     0     0  con    0  1.0D+00  2.2D-02  1.130D-03  3.906D+00
   11   13     0     0  con    0  1.0D+00  3.1D-02  8.072D-04  3.905D+00
   12   14     0     0  con    0  1.0D+00  1.7D-02  5.496D-04  3.905D+00
   13   15     0     0  con    0  1.0D+00  6.6D-03  3.689D-04  3.905D+00
   14   16     0     0  con    0  1.0D+00  4.5D-03  3.002D-04  3.905D+00
   15   17     0     0  con    0  1.0D+00  9.8D-03  2.308D-04  3.905D+00
   16   19     0     0  con    1  5.2D-01  6.9D-03  1.657D-04  3.905D+00
   17   20     0     0  con    0  1.0D+00  7.5D-03  1.870D-04  3.905D+00
   18   21     0     0  con    0  1.0D+00  4.6D-03  1.522D-04  3.905D+00
   19   22     0     0  con    0  1.0D+00  4.6D-03  2.805D-04  3.905D+00
   20   23     0     0  con    0  1.0D+00  3.4D-03  1.675D-04  3.905D+00
   21   24     0     0  con    0  1.0D+00  4.4D-03  1.374D-04  3.905D+00
   22   25     0     0  con    0  1.0D+00  2.9D-03  8.081D-05  3.905D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.458E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.053D-02  2.547D+00
    1    2     1     0  ---    0  6.2D+00  1.0D+00  1.763D-02  2.462D+00
    2    3     0     0  con    0  1.0D+00  3.7D-01  1.702D-02  2.459D+00
    3    4     0     0  con    0  1.0D+00  1.2D-01  2.996D-03  2.454D+00
    4    5     0     0  con    0  1.0D+00  3.5D-02  3.437D-03  2.454D+00
    5    6     0     0  con    0  1.0D+00  3.4D-02  3.066D-03  2.454D+00
    6    7     0     0  con    0  1.0D+00  5.3D-02  1.542D-03  2.453D+00
    7    9     0     0  con    1  4.1D-01  2.7D-02  6.883D-04  2.453D+00
    8   10     0     0  con    0  1.0D+00  3.0D-02  6.841D-04  2.453D+00
    9   11     0     0  con    0  1.0D+00  1.6D-02  8.125D-04  2.453D+00
   10   12     0     0  con    0  1.0D+00  2.5D-02  5.763D-04  2.453D+00
   11   14     0     0  con    1  4.9D-01  1.5D-02  4.321D-04  2.453D+00
   12   15     0     0  con    0  1.0D+00  1.3D-02  3.714D-04  2.453D+00
   13   16     0     0  con    0  1.0D+00  9.4D-03  2.445D-04  2.453D+00
   14   17     0     0  con    0  1.0D+00  1.1D-02  2.313D-04  2.453D+00
   15   18     0     0  con    0  1.0D+00  8.2D-03  1.534D-04  2.453D+00
   16   19     0     0  con    0  1.0D+00  5.9D-03  1.563D-04  2.453D+00
   17   20     0     0  con    0  1.0D+00  7.0D-03  2.597D-04  2.453D+00
   18   21     0     0  con    0  1.0D+00  2.7D-03  1.263D-04  2.453D+00
   19   22     0     0  con    0  1.0D+00  3.2D-03  1.124D-04  2.453D+00
   20   23     0     0  con    0  1.0D+00  4.7D-03  1.220D-04  2.453D+00
   21   24     0     0  con    0  1.0D+00  6.2D-03  1.101D-04  2.453D+00
   22   25     0     0  con    0  1.0D+00  3.8D-03  3.978D-05  2.453D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.461E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.882D-02  1.587D+00
    1    2     1     0  ---    0  1.1D+01  1.0D+00  1.046D-02  1.536D+00
    2    3     0     0  con    0  1.0D+00  3.7D-01  1.028D-02  1.534D+00
    3    4     0     0  con    0  1.0D+00  1.3D-01  2.160D-03  1.532D+00
    4    5     0     0  con    0  1.0D+00  4.0D-02  2.244D-03  1.531D+00
    5    6     0     0  con    0  1.0D+00  2.7D-02  1.722D-03  1.531D+00
    6    7     0     0  con    0  1.0D+00  5.5D-02  6.814D-04  1.531D+00
    7    9     0     0  con    1  4.6D-01  2.5D-02  4.719D-04  1.531D+00
    8   10     0     0  con    0  1.0D+00  2.1D-02  4.391D-04  1.531D+00
    9   11     0     0  con    0  1.0D+00  1.8D-02  4.423D-04  1.531D+00
   10   12     0     0  con    0  1.0D+00  2.1D-02  2.804D-04  1.531D+00
   11   13     0     0  con    0  1.0D+00  3.0D-02  3.415D-04  1.531D+00
   12   14     0     0  con    0  1.0D+00  1.8D-02  2.017D-04  1.531D+00
    0    1     -     -   -     -     -        -     1.748D-02  1.613D+00
    1    2     1     0  ---    0  1.0D+01  1.0D+00  1.167D-02  1.562D+00
    2    3     0     0  con    0  1.0D+00  3.8D-01  1.590D-02  1.561D+00
    3    4     0     0  con    0  1.0D+00  1.2D-01  3.953D-03  1.558D+00
    4    5     0     0  con    0  1.0D+00  3.7D-02  3.265D-03  1.557D+00
    5    6     0     0  con    0  1.0D+00  4.5D-02  1.617D-03  1.557D+00
    6    7     0     0  con    0  1.0D+00  6.2D-02  6.380D-04  1.557D+00
    7    8     0     0  con    0  1.0D+00  3.6D-02  7.755D-04  1.557D+00
    8    9     0     0  con    0  1.0D+00  1.1D-02  4.817D-04  1.557D+00
    9   10     0     0  con    0  1.0D+00  1.0D-02  2.861D-04  1.557D+00
   10   11     0     0  con    0  1.0D+00  2.4D-02  2.070D-04  1.557D+00
   11   12     0     0  con    0  1.0D+00  2.8D-02  5.861D-04  1.557D+00
   12   13     0     0  con    0  1.0D+00  1.8D-02  2.990D-04  1.557D+00
   13   14     0     0  con    0  1.0D+00  4.4D-03  1.820D-04  1.557D+00
   14   15     0     0  con    0  1.0D+00  1.0D-02  1.137D-04  1.557D+00
   15   16     0     0  con    0  1.0D+00  1.4D-02  2.778D-04  1.557D+00
   16   17     0     0  con    0  1.0D+00  3.0D-03  1.330D-04  1.557D+00
   17   18     0     0  con    0  1.0D+00  3.6D-03  8.261D-05  1.557D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.047E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.063D-02  9.987D-01
    1    2     1     0  ---    0  1.8D+01  1.0D+00  6.999D-03  9.679D-01
    2    4     0     0  con    1  4.7D-01  1.9D-01  2.173D-03  9.664D-01
    3    5     0     0  con    0  1.0D+00  2.0D-01  1.671D-03  9.653D-01
    4    6     0     0  con    0  1.0D+00  3.6D-02  1.345D-03  9.652D-01
    5    7     0     0  con    0  1.0D+00  6.0D-02  5.705D-04  9.650D-01
    6    8     0     0  con    0  1.0D+00  5.6D-02  4.836D-04  9.650D-01
    7    9     0     0  con    0  1.0D+00  1.4D-02  2.567D-04  9.650D-01
    8   10     0     0  con    0  1.0D+00  6.4D-03  2.273D-04  9.650D-01
    9   11     0     0  con    0  1.0D+00  3.0D-02  2.245D-04  9.649D-01
   10   13     0     0  con    1  4.1D-01  1.6D-02  1.525D-04  9.649D-01
   11   14     0     0  con    0  1.0D+00  1.4D-02  1.265D-04  9.649D-01
   12   15     0     0  con    0  1.0D+00  1.8D-02  1.755D-04  9.649D-01
   13   16     0     0  con    0  1.0D+00  1.5D-02  1.550D-04  9.649D-01
   14   17     0     0  con    0  1.0D+00  1.3D-02  1.319D-04  9.649D-01
   15   18     0     0  con    0  1.0D+00  5.7D-03  7.837D-05  9.649D-01

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 1.045E+01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =       184970     M =           10
